-1 |time hours_from_midnight:12 |meta link hashtags:1 |tokens thank #imwithy
-1 |time hours_from_midnight:3 |meta link hashtags:0 |tokens make america great
-1 |time hours_from_midnight:7 |meta link hashtags:2 |tokens syracus join #trump2016 york new #nyprimari saturday
1 |time hours_from_midnight:4 |meta single_quote hashtags:0 |tokens march colorado big friday boss protest let afternoon vote take dont
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens voter colorado would win knew june rule boss pol race shortli enter chang
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens great colorado peopl preclud million state one vote stori biggest happen polit
-1 |time hours_from_midnight:1 |meta link hashtags:1 |tokens enjoy @ 10pm pennsylvania tonight interview #trump2016
-1 |time hours_from_midnight:11 |meta link hashtags:2 |tokens #trumptrain join pittsburgh tonight 7pme ticket #trump2016
-1 |time hours_from_midnight:5 |meta link hashtags:2 |tokens #trump2016 #makeamericagreatagain
-1 |time hours_from_midnight:5 |meta link hashtags:2 |tokens #trump2016 #makeamericagreatagain
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens @ great eastern 1200 tonight rebroadcast famili wonder
-1 |time hours_from_midnight:2 |meta link hashtags:1 |tokens new #newyorkvalu love york
-1 |time hours_from_midnight:8 |meta link hashtags:2 |tokens thank pennsylvania #makeamericagreatagain soon see california york new maryland #trump2016
-1 |time hours_from_midnight:8 |meta link hashtags:2 |tokens deleg 12 confirm offici winner #makeamericagreatagain missouri #trump2016 addit
-1 |time hours_from_midnight:10 |meta link hashtags:2 |tokens great thank wow #newyorkvalu york new poll #trump2016 support
-1 |time hours_from_midnight:1 |meta link hashtags:2 |tokens thank #makeamericagreatagain albani york new #trump2016
-1 |time hours_from_midnight:1 |meta link hashtags:2 |tokens join #trump2016 avail ny rome ticket #nyprimari tomorrow
-1 |time hours_from_midnight:2 |meta link hashtags:2 |tokens #trumptrain join love start time albani live york 7pme new #trump2016 tune
-1 |time hours_from_midnight:2 |meta link hashtags:0 |tokens writer good piec interest @
-1 |time hours_from_midnight:4 |meta hashtags:0 |tokens excit crowd albani leav york new massiv expect
-1 |time hours_from_midnight:4 |meta single_quote hashtags:0 |tokens @ dont vulgarian liber bill oreilli media total think complet
1 |time hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens peopl great thank
1 |time hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens thank
1 |time hours_from_midnight:11 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens interview @ enjoy 700
1 |time hours_from_midnight:0 |meta hashtags:0 |tokens politician colorado peopl away biggest taken stori allow vote phoni polit
1 |time hours_from_midnight:0 |meta hashtags:0 |tokens great total colorado possibl peopl never unfair anger state vote got republican primari
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens sort non bad campaign get win offer deleg repres state cruz vote goodi system
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens @ pay cover us nation inaccur want sucker purpos defens
1 |time hours_from_midnight:11 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:3 |tokens big crowd
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:2 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:2 |meta link double_quote double_quote_at hashtags:0 |tokens thank
1 |time hours_from_midnight:2 |meta link double_quote double_quote_at hashtags:0 |tokens sad
1 |time hours_from_midnight:12 |meta link double_quote double_quote_at hashtags:0 |tokens wow
1 |time hours_from_midnight:11 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens sander hillari clinton make berni say base decis abil presid go along unqualifi
1 |time hours_from_midnight:3 |meta single_quote hashtags:0 |tokens deleg person far million fight shame isnt anyon els vote mani still must
1 |time hours_from_midnight:2 |meta double_quote double_quote_at hashtags:2 |tokens
1 |time hours_from_midnight:2 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:2 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:2 |meta double_quote double_quote_at hashtags:0 |tokens thank
1 |time hours_from_midnight:2 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:2 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens great wisconsin monday join peopl make stop crowd melania big mani america day
-1 |time hours_from_midnight:2 |meta link hashtags:2 |tokens great wisconsin thank west alli #votetrumpwi night #wiprimari
-1 |time hours_from_midnight:0 |meta hashtags:2 |tokens town @ wisconsin enjoy #makeamericagreatagain #trump2016 hall
-1 |time hours_from_midnight:1 |meta hashtags:0 |tokens @ great club win proud go congratul
-1 |time hours_from_midnight:4 |meta link hashtags:2 |tokens @ wisconsin #wiprimari us milwauke 7pme join #trump2016 tomorrow
-1 |time hours_from_midnight:6 |meta link single_quote hashtags:2 |tokens thank miss #makeamericagreatagain kati #trump2016 diner
-1 |time hours_from_midnight:7 |meta link hashtags:2 |tokens thank pennsylvania #makeamericagreatagain york new #trump2016
1 |time hours_from_midnight:10 |meta single_quote double_quote double_quote_at hashtags:1 |tokens love dont people" that peopl #trump2016" game much exactli care
-1 |time hours_from_midnight:11 |meta link hashtags:2 |tokens #trump2016 thank #wiprimari
1 |time hours_from_midnight:11 |meta link double_quote double_quote_at hashtags:2 |tokens
1 |time hours_from_midnight:11 |meta link double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:12 |meta hashtags:0 |tokens enjoy @ wallac morn chri
-1 |time hours_from_midnight:3 |meta link hashtags:1 |tokens great wisconsin thank tuesday april #votetrump america eau 5th clair make
-1 |time hours_from_midnight:3 |meta hashtags:1 |tokens enjoy @ morn interview #trump2016 tomorrow
-1 |time hours_from_midnight:1 |meta link hashtags:6 |tokens #eauclair great wisconsin thank #wausau arriv #racin #trump2016 day #trumptrain #wiprimari
-1 |time hours_from_midnight:4 |meta hashtags:0 |tokens @ expert nuclear explain attack asham allow make
-1 |time hours_from_midnight:4 |meta hashtags:0 |tokens @ use full word thank would nuclear never fox statement agre today nice
-1 |time hours_from_midnight:4 |meta hashtags:1 |tokens @ great trump #johnryd deleg parti gener well counsel worth tn rnc unifi meet honor
-1 |time hours_from_midnight:5 |meta link hashtags:2 |tokens join #wiprimari monday milwauke april 4th ticket #trump2016
1 |time hours_from_midnight:2 |meta hashtags:0 |tokens great elect deal home big make back trade bring job immigr factor wisconsin
1 |time hours_from_midnight:2 |meta hashtags:0 |tokens @ million like would show beat cover drop stop rate rock interview h
-1 |time hours_from_midnight:2 |meta link hashtags:0 |tokens make america great
-1 |time hours_from_midnight:5 |meta link hashtags:2 |tokens wisconsin ad soon air see radio new #trump2016 today #wiprimari
1 |time hours_from_midnight:4 |meta hashtags:0 |tokens tri deleg said ad club plu 465 cruz growth kasich 739 143
1 |time hours_from_midnight:4 |meta hashtags:0 |tokens extort incorrect attempt ad club group put dumb ask wisconsin growthwhich $1000000 mathwhat
-1 |time hours_from_midnight:2 |meta link hashtags:2 |tokens #trump2016 #makeamericagreatagain
-1 |time hours_from_midnight:2 |meta link hashtags:1 |tokens new #trump2016 thank york
-1 |time hours_from_midnight:4 |meta link hashtags:2 |tokens wisconsin thank tuesday next april #votetrump 5th #wiprimari
-1 |time hours_from_midnight:5 |meta hashtags:0 |tokens @ look parti bring togeth forward meet happen priebu nice
-1 |time hours_from_midnight:11 |meta link hashtags:1 |tokens strength #trump2016 trump doctrin peac
1 |time hours_from_midnight:2 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:2 |meta single_quote double_quote double_quote_at hashtags:0 |tokens great
-1 |time hours_from_midnight:3 |meta link hashtags:2 |tokens #wiprimari #trump2016 wisconsin thank appleton
-1 |time hours_from_midnight:3 |meta link hashtags:2 |tokens @ trump #makeamericagreatagain wisdom pick #trump2016 congratul
-1 |time hours_from_midnight:7 |meta link hashtags:0 |tokens pleas wisconsin 2005 young keep thought melissa prayer miss
-1 |time hours_from_midnight:8 |meta link hashtags:2 |tokens new #trump2016 #makeamericagreatagain thank york
-1 |time hours_from_midnight:3 |meta hashtags:0 |tokens thrown @ like tv nasti dog fire nbc got nice
-1 |time hours_from_midnight:0 |meta single_quote hashtags:2 |tokens @ great certifi trump show win mo deleg least increas vote state 12 365 #s new announc final
-1 |time hours_from_midnight:3 |meta link hashtags:1 |tokens #trump2016 thank
-1 |time hours_from_midnight:3 |meta link hashtags:0 |tokens bruis trump campaign defend report manag charg
-1 |time hours_from_midnight:4 |meta link hashtags:1 |tokens #makeamericagreatagain thank
-1 |time hours_from_midnight:5 |meta link hashtags:0 |tokens make america great
-1 |time hours_from_midnight:5 |meta link hashtags:0 |tokens confer hand touch leav report news
-1 |time hours_from_midnight:5 |meta link hashtags:0 |tokens tape statement report found chang facil tune
-1 |time hours_from_midnight:5 |meta link hashtags:0 |tokens victori question confer shout allow press grab charg
1 |time hours_from_midnight:8 |meta single_quote hashtags:0 |tokens episod look peopl tape arent statement report found happen earliest
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens @ hillari show berni cruz vs kill new poll come
1 |time hours_from_midnight:11 |meta single_quote hashtags:0 |tokens town @ shouldnt oppon show wow mayb unfair realli tonight report one noth hall side
1 |time hours_from_midnight:1 |meta hashtags:0 |tokens great strong tough asap make secur vigil game need america border smart must
1 |time hours_from_midnight:9 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens europ know civil peopl destruct stop us sad take syria immedi must
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens 5000 fighter fix infiltr alon us europ also isi mani problem announc told
1 |time hours_from_midnight:9 |meta single_quote double_quote double_quote_at hashtags:0 |tokens dead show
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens @ great ever explain time job wast walter women disast left got total barbara sinc view
1 |time hours_from_midnight:9 |meta double_quote hashtags:0 |tokens @ constantli show tv ask soon thr badli "no" go fail air tell taken
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens hillari clinton work fast terror time year solv problem chang
1 |time hours_from_midnight:10 |meta link double_quote double_quote_at hashtags:1 |tokens #votetrump2016 "
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens right often wall media muslim build critic oil nato immigr illeg take amaz
1 |time hours_from_midnight:10 |meta double_quote hashtags:0 |tokens @ said brussel mess "hell articl critic right rememb fail hole" wrote recent
-1 |time hours_from_midnight:10 |meta hashtags:0 |tokens politician like make develop watch isi better thing cruz year mani problem graham noth
1 |time hours_from_midnight:10 |meta single_quote hashtags:0 |tokens @ alik politician ted two lyin cruz much action isi noth talk
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens pre @ run get tv neg show zero beat badli mani talk amaz
1 |time hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens pay disproportion share renegoti cost nato time
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens obsolet well focu focus current thing nato terror chang addit must
1 |time hours_from_midnight:3 |meta link double_quote double_quote_at hashtags:2 |tokens @ " pictur thousand #lyingt worth #nevercruz words"
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:1 |meta hashtags:0 |tokens make america great
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens @ arizona thank win could histor without done joe want help
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens deleg 1237 get clinch unfair race believ cleveland mani
1 |time hours_from_midnight:4 |meta single_quote hashtags:0 |tokens endors $150000000 ted spent hurt jeb noth fraction lyin got think first
1 |time hours_from_midnight:10 |meta single_quote hashtags:0 |tokens gq anyth photo that ted deni lyin cruz call melania model post
1 |time hours_from_midnight:4 |meta hashtags:0 |tokens great court suprem justic parti pave novemb togeth way big mani win republican come hope
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens arizona thank anticip win never much bigger forget
-1 |time hours_from_midnight:3 |meta link hashtags:3 |tokens #trumptrain arizona #trump2016 thank #westerntuesday
1 |time hours_from_midnight:2 |meta hashtags:0 |tokens despit hillari muslim way brussel open incompet weak flow attack let want horribl border today
1 |time hours_from_midnight:1 |meta single_quote hashtags:0 |tokens shoot use ad gq pictur spill ted bean lyin cruz melania wife care
-1 |time hours_from_midnight:2 |meta hashtags:1 |tokens pre belong cuba seriou get washington game emerg leav basebal #potu home immedi obama
1 |time hours_from_midnight:5 |meta hashtags:0 |tokens group form get stronger weak shame other terror obama correct polit
-1 |time hours_from_midnight:5 |meta link hashtags:4 |tokens @ #makeamericagreatagain messag #utcaucu #utahcaucu #trump2016
-1 |time hours_from_midnight:5 |meta link hashtags:4 |tokens @ #azprimari #makeamericagreatagain messag #arizonaprimari #trump2016
-1 |time hours_from_midnight:6 |meta link hashtags:6 |tokens #azprimari #arizonaprimari #americansamoa #utcaucu #votetrump video #utahcaucu
-1 |time hours_from_midnight:6 |meta hashtags:1 |tokens heart terribl stop tragedi #brussel mad victim prayer go must
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens make america great
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens sound ridicul look make cuba brussel badli especi speech treat presid shadow obama
-1 |time hours_from_midnight:12 |meta hashtags:0 |tokens differ rememb brussel anymor safe us place beauti vigil world smart must
1 |time hours_from_midnight:11 |meta link single_quote double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:2 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:4 |meta single_quote hashtags:0 |tokens even land pope deal cuba wasnt big wow castro other greet presid raul respect obama
1 |time hours_from_midnight:5 |meta hashtags:0 |tokens mar big tonight dinner lago palm republican beach
1 |time hours_from_midnight:5 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:5 |meta single_quote hashtags:0 |tokens back @ show fight bad cant overr wrong thing say allow constantli anchor highli
1 |time hours_from_midnight:8 |meta hashtags:0 |tokens media shut curs horrend never punch sad blame protest ralli roads/door scream
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens interview @ enjoy morn
1 |time hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:4 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
-1 |time hours_from_midnight:3 |meta link hashtags:4 |tokens #azprimari arizona thank get tuesday #makeamericagreatagain #votetrump #trump2016
-1 |time hours_from_midnight:9 |meta link hashtags:2 |tokens join #makeamericagreatagain #trump2016 utah lake us tonight citi salt
1 |time hours_from_midnight:0 |meta hashtags:0 |tokens involv hillari clinton profession life corrupt
1 |time hours_from_midnight:4 |meta hashtags:0 |tokens make america great
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens pleas @ accord love etc explain debat dummi board editori 11 drudg
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens @ good especi anymor say bad editori news nobodi math care
1 |time hours_from_midnight:11 |meta single_quote double_quote hashtags:0 |tokens @ 8646551trump knock 7533692" 3 16apolog say editori vote "clinton total primari oppon
1 |time hours_from_midnight:12 |meta single_quote hashtags:0 |tokens liar dont lost big evangel ted cruz lyin reason much vote toler problem smart
1 |time hours_from_midnight:12 |meta hashtags:0 |tokens @ hit show defend bad complain crazi metough total yet piec
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens @ great beat peopl time question debat ask cruz mani cancel news addit
1 |time hours_from_midnight:10 |meta single_quote hashtags:0 |tokens @ desper last show win get ted supposedli lie lyin crazi wors cruz night cant
1 |time hours_from_midnight:10 |meta single_quote hashtags:0 |tokens loss sad trump campaign parti mitt stuart romney histor tell steven fail republican manag
-1 |time hours_from_midnight:3 |meta link hashtags:1 |tokens #trump2016 thank missouri
1 |time hours_from_midnight:6 |meta hashtags:0 |tokens wow missouri
1 |time hours_from_midnight:7 |meta hashtags:0 |tokens @ wish big make well yesterday debat speech night 5 win everyon day
-1 |time hours_from_midnight:7 |meta hashtags:0 |tokens endors appreci thank support florida governor scott rick greatli
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens @ great televis job morn side glad
1 |time hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:12 |meta hashtags:0 |tokens interview @ 830 enjoy
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens interview @ 740 enjoy
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens interview @ 715
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens @ last win night 700 big interview
1 |time hours_from_midnight:5 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:5 |meta double_quote double_quote_at hashtags:1 |tokens
-1 |time hours_from_midnight:1 |meta link hashtags:3 |tokens #supertuesday #trump2016 illinoi #makeamericagreatagain thank
-1 |time hours_from_midnight:1 |meta link hashtags:3 |tokens #supertuesday north thank #makeamericagreatagain #trump2016 carolina
1 |time hours_from_midnight:0 |meta hashtags:0 |tokens @ good network unwatch watch realli crazi night news local
-1 |time hours_from_midnight:0 |meta link hashtags:3 |tokens #supertuesday #makeamericagreatagain #trump2016 florida thank
-1 |time hours_from_midnight:0 |meta link hashtags:3 |tokens thank mariana islands#supertuesday #makeamericagreatagain northern #trump2016
1 |time hours_from_midnight:1 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:1 |meta single_quote double_quote double_quote_at hashtags:0 |tokens wise megyn worri crazi everyon dont
1 |time hours_from_midnight:1 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:1 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:1 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:1 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:1 |meta hashtags:0 |tokens despit word ad neg florida spent number record amount massiv soon phoni victori
1 |time hours_from_midnight:5 |meta hashtags:0 |tokens complaint name variou fals peopl florida say place lot ballot hope
1 |time hours_from_midnight:8 |meta double_quote hashtags:0 |tokens back us keep bring job leav economi els compani nobodi "sing"
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens mexico kasich lose weak ford need job other immigr mani illeg ohio strong border
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens like kasich watch second debat put innoc rememb act interview guy john nice
-1 |time hours_from_midnight:11 |meta link hashtags:3 |tokens #supertuesday #trumptrain north florida #votetrump missouri ohio illinoi carolina
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens north lost mexico win 400000 2000 back manufactur etc job go ohio carolina bring sinc 300000
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens shut right group organ chicago amend peopl energ america thug mani total first
-1 |time hours_from_midnight:1 |meta link hashtags:1 |tokens great dlg thank ralph governor torr news #trump2016
-1 |time hours_from_midnight:2 |meta link hashtags:0 |tokens endors great woman receiv much conserv schlafli truli phylli mean
-1 |time hours_from_midnight:3 |meta link hashtags:2 |tokens thank #makeamericagreatagain st loui missouri #trump2016
1 |time hours_from_midnight:4 |meta single_quote hashtags:0 |tokens @ great money zuckerman much likewis mort busi dopey lose go news rumor
-1 |time hours_from_midnight:7 |meta link hashtags:0 |tokens
-1 |time hours_from_midnight:8 |meta double_quote hashtags:0 |tokens @ ben better" god make "i us carson believ peopl concur chang dr
-1 |time hours_from_midnight:6 |meta link hashtags:1 |tokens thank #gopdeb
-1 |time hours_from_midnight:5 |meta link hashtags:2 |tokens #makeamericagreatagain america #trump2016 thank
1 |time hours_from_midnight:5 |meta double_quote double_quote_at hashtags:1 |tokens thank
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens @ wow bias disgust report total correct
-1 |time hours_from_midnight:1 |meta link hashtags:1 |tokens anoth politician dishonest #lightweightsenatormarcorubio
-1 |time hours_from_midnight:3 |meta hashtags:0 |tokens tri ad club neg nasti million dollar loser one growth shake put total phoni
-1 |time hours_from_midnight:7 |meta hashtags:1 |tokens #trump2016 thank hawaii
-1 |time hours_from_midnight:3 |meta hashtags:0 |tokens even great like would support wonder everyon thank
-1 |time hours_from_midnight:1 |meta hashtags:1 |tokens mississippi #trump2016 thank
-1 |time hours_from_midnight:1 |meta link hashtags:1 |tokens #trump2016 thank
1 |time hours_from_midnight:1 |meta hashtags:0 |tokens mississippi word trump money michigan well spent go wow jupit
1 |time hours_from_midnight:1 |meta hashtags:0 |tokens @ total last lead anoth / one discredit hear sc poll phoni came
1 |time hours_from_midnight:4 |meta hashtags:1 |tokens politician televis neg watch commerci paid boss #mediafraud rememb total
-1 |time hours_from_midnight:7 |meta link hashtags:0 |tokens mississippi michigan hawaii idaho
-1 |time hours_from_midnight:7 |meta link hashtags:2 |tokens #trump2016 #votetrumpid
-1 |time hours_from_midnight:7 |meta link hashtags:2 |tokens #trump2016 #votetrumphi
-1 |time hours_from_midnight:7 |meta link hashtags:2 |tokens #trump2016 #votetrumpmi
-1 |time hours_from_midnight:7 |meta link hashtags:2 |tokens #trump2016 #votetrumpm
1 |time hours_from_midnight:7 |meta hashtags:0 |tokens quit blew ran spokesmen mitt romney sad zero lindsey presid got graham chanc
1 |time hours_from_midnight:8 |meta hashtags:0 |tokens interest campaign self paid one fund candid rememb special bought
1 |time hours_from_midnight:8 |meta hashtags:0 |tokens ethic earn work sun lack rubio vote need say gravita presid sentinel experi
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens make america great
-1 |time hours_from_midnight:9 |meta link hashtags:0 |tokens @ thank
-1 |time hours_from_midnight:10 |meta link hashtags:0 |tokens mississippi join get michigan hawaii video today vote idaho movement
-1 |time hours_from_midnight:2 |meta link hashtags:0 |tokens extort said forget club peopl million growth neg ask went $1
-1 |time hours_from_midnight:2 |meta link hashtags:0 |tokens syrian cruz ted welcom refuge
-1 |time hours_from_midnight:2 |meta hashtags:0 |tokens great peopl ill hotel hawaii soon employ honolulu vote mani
-1 |time hours_from_midnight:0 |meta hashtags:0 |tokens enjoy @ 10pm est tonight interview
-1 |time hours_from_midnight:1 |meta link hashtags:0 |tokens marco ad rubio lightweight new senat concern
-1 |time hours_from_midnight:2 |meta link hashtags:0 |tokens protect love thank potato better market presid nobodi grow idaho
-1 |time hours_from_midnight:5 |meta link hashtags:2 |tokens posit #trump2016 visa #makeamericagreatagain
-1 |time hours_from_midnight:4 |meta link hashtags:1 |tokens trump univers #gopdeb better rate busi bureau report
-1 |time hours_from_midnight:1 |meta single_quote hashtags:0 |tokens even use own ad ever helicopt drug think compani rubio dont put guy true dealer pilot
-1 |time hours_from_midnight:4 |meta link hashtags:2 |tokens #trump2016 portland main #makeamericagreatagain thank
-1 |time hours_from_midnight:8 |meta hashtags:1 |tokens great land look hour peopl see 2 way forward portland main #trump2016
-1 |time hours_from_midnight:9 |meta single_quote hashtags:2 |tokens @ #trumptrain ben forget join never #gopdeb tonight follow miss hope
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens championship golf trump miami watch world go doral
1 |time hours_from_midnight:10 |meta single_quote double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:10 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens court trump easi student win could approv easili rate u settl want go lawsuit phoni 98%
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens ago endors mitt romney beg four year
1 |time hours_from_midnight:11 |meta single_quote double_quote hashtags:0 |tokens hillari "trump" clinton beat win mitt romney one doesnt know want part
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens even great marco would show peopl never florida record rubio worst joke vote guy senat
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens peopl million brought kill dem want parti go republican establish movement
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens good elect look get mitt messeng romney two go candid time fail republican tell like
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens group ad cruzwhen fals pol million dollar spent tv rubio see interest puppet think special
1 |time hours_from_midnight:3 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens voter parti million sad record leav taken new republican care
-1 |time hours_from_midnight:2 |meta link hashtags:2 |tokens #trump2016 video #makeamericagreatagain
-1 |time hours_from_midnight:1 |meta link hashtags:0 |tokens love would get parti see unifi togeth video republican everyon
-1 |time hours_from_midnight:1 |meta hashtags:0 |tokens desper barrack anoth move easili beaten 2/2 obama man
-1 |time hours_from_midnight:1 |meta hashtags:0 |tokens 1/2 presidenti mitt romney confer critic candid fail news tomorrow
-1 |time hours_from_midnight:1 |meta hashtags:0 |tokens @ marco hit trump gone far 49% nasti number turn rubio interest lightweight love poll sinc
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:3 |tokens true
1 |time hours_from_midnight:3 |meta single_quote hashtags:0 |tokens voter creat parti million stronger see bring cant larger new republican leader
-1 |time hours_from_midnight:5 |meta link hashtags:1 |tokens enjoy @ #ontherecord wife w/ tonight 7pme
1 |time hours_from_midnight:6 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:6 |meta hashtags:0 |tokens even marco last lost beat big time virginia spent rubio much night desper angri boss money
1 |time hours_from_midnight:6 |meta hashtags:0 |tokens marco scam would hous show florida sale credit rubio anyon lightweight vote senat check card
1 |time hours_from_midnight:7 |meta hashtags:0 |tokens control politician ad tv peopl million $25 mislead puppet fraudul interest spend special
1 |time hours_from_midnight:12 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:12 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:12 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:12 |meta link double_quote double_quote_at hashtags:0 |tokens @ " nearli nomination" say imposs rubio path gop
1 |time hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens true
-1 |time hours_from_midnight:5 |meta hashtags:2 |tokens #supertuesday vermont #trump2016 thank
-1 |time hours_from_midnight:4 |meta hashtags:2 |tokens #supertuesday arkansa #trump2016 thank
-1 |time hours_from_midnight:1 |meta hashtags:2 |tokens #supertuesday #trump2016 thank virginia
-1 |time hours_from_midnight:1 |meta hashtags:2 |tokens #supertuesday alabama #trump2016 thank
-1 |time hours_from_midnight:1 |meta hashtags:2 |tokens #supertuesday #trump2016 thank tennesse
1 |time hours_from_midnight:8 |meta hashtags:0 |tokens real great built littl start estat busi asset world compani best amaz
1 |time hours_from_midnight:8 |meta single_quote hashtags:0 |tokens total like wish $200 million father say fred start rubio busi fabric lightweight wonder didnt gave
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens great work amaz win hard watch democrat state version peopl fun republican south carolina
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens control like campaign ted self lobbyist cruz fund rubio interest lightweight therefor special
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens audit never everi unfairli get almost ir friend rich year singl wonder
1 |time hours_from_midnight:9 |meta single_quote double_quote double_quote_at hashtags:1 |tokens thank
